楼层,时间,点赞数,uid,用户名,性别,评论内容
,2023-04-06 18:00:46,23,89781574,周周九条命丶,保密,"回复 @LUuJgYy :[喜极而泣][喜极而泣][喜极而泣]感觉就和中秋节超大月饼一样，只是个噱头",
,2023-04-06 19:44:02,54,7124403,蒙太奇到底是什么,男,"我就爱吃内馅，蛋奶爱好者狂喜[脱单doge]",
,2023-04-06 21:35:18,5,47248658,-DRAGON-LORD,保密,"这种一般家里也不好做，这个对烤箱的规格是有一定要求的，功率小或者烤箱太小都是做不出来的",
,2023-04-07 00:00:09,6,380765065,Mr_Aww,保密,"其实感觉这个内陷做法很像巴斯克蛋糕[doge]",
,2023-04-07 02:09:35,1,299347529,后羿射十日,男,"好奇妙的比喻",
,2023-04-07 12:01:33,2,2289493,九九w,保密,"中间太厚很腻的",
,2023-04-07 16:09:20,5,33145054,采蘑菇的菇娘,保密,"怎么会，我经常直接烤蛋挞心吃，就感觉酥皮一般酥皮吃多了才会腻呢",
,2023-04-07 16:11:44,2,6670655,彧沨,保密,"回复 @蒙太奇到底是什么 :把皮给我！[脱单doge]",
,2023-04-08 20:29:47,0,2060115195,lives-LMG,保密,"把馅给我！[doge]",
,2023-04-09 11:40:55,1,289821578,我不是温念初_,保密,"拍视频嘛",
,2023-04-09 20:31:29,0,25769702,495年的波纹疾走,保密,"回复 @采蘑菇的菇娘 :老实说，真的腻，桶装蛋挞知道吧，那种程度而已就很腻了，我还是很喜欢吃甜食的那种，感觉普通蛋挞的蛋挞液量是最合适的，再多就很难一次性吃下去了",
,2023-04-09 22:30:06,0,33145054,采蘑菇的菇娘,保密,"回复 @495年的波纹疾走 :咱就是没法给你发图片，纸杯蛋糕那个大小的纸杯烤的蛋挞内陷我一次能吃五六个，你说的可能是外面卖的糖加的比较多，我自己烤的会少放点",
,2023-04-11 18:56:11,0,179130887,kketpiu,保密,"我只吃馅[脱单doge]用勺子挖蛋挞吃",
0,2023-04-06 18:12:46,379,663038006,修音响de咖啡师,保密,"这下真的变成底迪的人精版了哈哈哈哈[滑稽][滑稽]",
,2023-04-06 18:13:25,11,18202105,绵羊料理,女,"人人果实形态[doge]",
,2023-04-06 18:13:38,0,388006419,半夜没风,保密,"回复 @绵羊料理 :啊哈",
0,2023-04-06 17:43:32,209,643873396,平安小财娘,保密,"我在现场，我可以证明大姨没有P图[小会员绿豆人_狗头微笑]",
,2023-04-06 18:21:39,4,18202105,绵羊料理,女,"[doge]",
,2023-04-06 18:22:00,2,695212697,G-Ruler,保密,"回复 @绵羊料理 :刚刚[打call]",
,2023-04-11 18:08:45,0,1943230662,访客鸽,男,"请问你是蛋挞液还是蛋挞皮？我是烤箱[笑]",
0,2023-04-06 17:33:33,335,352614573,吃花椒的喵酱1-_-1,保密,"不吹不黑，KFC的蛋挞是我目前吃过最好吃的了[吃瓜]",
,2023-04-06 17:40:26,58,1259029355,kkㅡ,保密,"我吃过最好吃的是澳门安德鲁的蛋挞，但kfc我觉得是能吃到的里面最还原的了（貌似kfc买了它的方子？",
,2023-04-06 17:40:27,9,667789207,邪恶退散-正义必胜,保密,"你是不是就吃过KFC的蛋挞[脱单doge]",
,2023-04-06 17:48:15,25,6657745,Zo-Zo-Zo,男,"回复 @kkㅡ :kfc确实从澳门买了个方子，但是是不是这个安德鲁的蛋挞就不知道了",
,2023-04-06 18:19:32,24,165621674,喜欢摸鱼的Yannis,保密,"回复 @Zo-Zo-Zo :KFC买的好像是玛嘉烈的配方，不过玛嘉烈是安德鲁的老婆和他离婚后出来单干自己开的，配方大差不差，但我觉得安德鲁最好吃",
,2023-04-07 01:34:38,6,19819356,小曲啦啦啦,保密,"不吹不黑，目前鲍师傅的蛋挞在我心中第一，才4.5元一个，那酥皮简直了[保卫萝卜_哇]",
,2023-04-07 11:19:18,7,8561358,Nikola_薏仁_Miaow,男,"回复 @kkㅡ :KFC就是从澳门安德鲁的前妻手里买的配方[妙啊]",
,2023-04-07 19:28:10,5,385502922,亦是有心人,女,"回復 @kkㅡ :澳门安德鲁卖的叫葡挞[tv_委屈]蛋挞是香港那边流行的 蛋挞皮的口感是像饼干那种的，葡挞皮就是影片中的酥皮，而且葡挞的蛋液上面是有焦糖的",
,2023-04-07 22:32:31,3,14141450,双倍芝士培根蛋挞,保密,"真的 巴黎没有比国内kfc好吃的蛋挞[tv_笑哭]",
,2023-04-07 23:26:15,2,2050292018,儿童车锁,保密,"KFC的不如好利来",
,2023-04-08 13:04:47,0,4996473,阿萌要吃荠菜春卷卷,女,"我觉得安德鲁没有KFC好吃[笑哭]",
,2023-04-08 15:29:13,0,33797378,陈小哒,保密,"KFC不如莉莲蛋挞好吃",
,2023-04-10 08:21:47,0,393379959,笔记本kimkim,保密,"kfc只是比杂七杂八的蛋挞好，保温干燥条件也好，但我个人觉得还有点不足就是略小了...如果按照葡式蛋挞的浓郁风格来说蛋挞液应该厚一点好，所以很多葡挞都做得厚厚的，但kfc的就不厚，有点偷工减料了。
从价格来说，我觉得用券7元两个的kfc性价比可以的，但有些面包房的也不差。尤其是一些厚挞，即使没kfc那么热，也贼好吃。现在那种往蛋挞里面加东西的也有人试验出好的口味了，比如加酸味芝士的。
葡挞一生的爱！",
,2023-04-10 18:46:23,0,352525460,秒删党的心是蓝色,保密,"回复 @小曲啦啦啦 :冷藏更好吃！！！！",
,2023-04-10 20:24:37,0,10592357,烟萝Nora,女,"我算是家里重口的人了，kfc的蛋挞甜到受不了[笑哭]",
0,2023-04-06 23:40:08,182,368648082,黑犀米拉,男,"经验告诉我，任何放大后的食物口感都会腻，不要轻易尝试，但是不知道大姨做的咋样[脱单doge]",
,2023-04-07 00:53:28,0,393713061,没有比阿良更良心的了,保密,"十二个人没人吃一口，一定不腻[doge]",
,2023-04-07 21:26:37,3,522478435,千万不要老,保密,"看视频那么大块内馅儿都觉得吃不下去",
0,2023-04-06 23:18:06,104,245795854,叫-_-啥好呢,保密,"不知道绵羊是不是经常跑步，如果是偶尔运动，消耗的能量大部分都是蛋白质、糖等产生的热量，脂肪燃烧占比较少；如果经常的话那就没问题了，就消耗的大部分是脂肪。不过时间要四十分钟以上，心率也要达到（具体多少忘记了）适当也要变换运动强度，因为身体适应了一个强度后，所带来的消耗就会大大降低。勿喷声明：（[酸了]只是大概这个意思，太精细的我也不懂[酸了]。有不对的可以交流交流。[生气]如果要喷那就免了，就当没看见吧[生气]。）",
,2023-04-06 23:21:24,3,526481234,是小艺同志呀,女,"经常运动消耗的大部分是脂肪，这是什么原理呀？[笑哭][笑哭]",
,2023-04-06 23:28:56,15,245795854,叫-_-啥好呢,保密,"回复 @是小艺同志呀 :如果你很少运动，和长跑运动员，一样的跑三千米，你的身体不会很好的调动脂肪产生能量，更多的是蛋白质等，经常运动的长跑运动员身体可以更好的刚快的调动。身体的一个适应吧应该。（具体为啥我也不知道，只是上课老师讲的，我没怎么听课，不过我说的都是我认真听到的）",
,2023-04-07 16:22:53,9,397153242,逐火人间,男,"回复 @是小艺同志呀 :你可以简单的理解为：在低氧情况下身体消耗物质释放能量的顺序为碳水，蛋白质，脂肪。合理的运动给身体的负担不会很大，也就是所谓的有氧运动，这样身体有足够的时间来调动体内的脂肪释放能量。而剧烈运动时需要在短时间内产生大量能量，身体来不及调动脂肪，便让蛋白质先顶上了。
没经过训练的人直接去跑全程马拉松，意志能不能得到提升不知道，但是很有可能出现肌肉溶解的情况。脂肪从生理学意义上来讲算是动物保命用的东西，所以一般情况是最后消耗的[脱单doge]",
,2023-04-07 22:20:36,2,542933,没有人比我更懂成精,保密,"回复 @逐火人间 :最先耗的是糖原，可以直接分解成葡萄糖供能，人体结构的蛋白质分解优先级肯定在最后，你说的肌肉溶解是因为锻炼过度肌肉受伤引起的，不是为了分解供能",
,2023-04-07 23:13:59,1,397153242,逐火人间,男,"回复 @没有人比我更懂成精 :是的，肌肉溶解这点确实是我说错了",
0,2023-04-06 17:46:26,90,1278652636,傻小蛙w,保密,"大姨!我来啦!今天是几级绵羊球？",
,2023-04-06 17:46:34,0,1278652636,傻小蛙w,保密,"顶我",
,2023-04-06 17:47:10,0,1278652636,傻小蛙w,保密,"[脱单doge]",
,2023-04-06 17:47:18,0,1278652636,傻小蛙w,保密,"大姨看我一眼！",
,2023-04-06 17:47:32,0,1278652636,傻小蛙w,保密,"我已经投了两个币哦﻿⊙∀⊙",
,2023-04-06 17:48:10,0,1278652636,傻小蛙w,保密,"爸爸们顶我",
,2023-04-06 17:48:31,0,1278652636,傻小蛙w,保密,"为什么每次看大姨的视频都想放弃学做饭呢？",
,2023-04-06 17:48:46,0,1278652636,傻小蛙w,保密,"学废了",
,2023-04-06 17:49:13,0,1278652636,傻小蛙w,保密,"大姨der小曲",
,2023-04-06 17:49:54,0,1278652636,傻小蛙w,保密,"顶我顶我",
,2023-04-06 17:50:07,0,1278652636,傻小蛙w,保密,"爸爸们帮我一把",
,2023-04-06 17:50:43,0,1278652636,傻小蛙w,保密,"大姨!大姨!",
,2023-04-06 17:50:59,0,1278652636,傻小蛙w,保密,"[脱单doge]",
,2023-04-06 17:52:05,0,1278652636,傻小蛙w,保密,"[脱单doge]请接受我的小花花",
,2023-04-06 17:52:11,0,1278652636,傻小蛙w,保密,"[脱单doge]",
,2023-04-06 17:56:04,0,1278652636,傻小蛙w,保密,"[脱单doge][兔年]",
,2023-04-06 17:56:36,13,18202105,绵羊料理,女,"你现在没有绵羊球！！",
,2023-04-06 17:56:56,0,1278652636,傻小蛙w,保密,"大姨今天看我一下！",
,2023-04-06 17:59:33,2,178362680,就DD,男,"回复 @绵羊料理 :原来有绵羊球大姨就会回复吗[doge]",
,2023-04-06 18:08:42,1,1537100509,小橙子荔,保密,"回复 @就DD :请问一下友友，绵羊球是怎么搞的呀？",
,2023-04-06 18:12:21,0,32279588,gilili酱,男,"绵羊球是什么",
,2023-04-06 18:12:40,0,325861582,打瞌睡のrumadu,男,"绵羊球",
,2023-04-06 18:16:16,0,1537100509,小橙子荔,保密,"回复 @打瞌睡のrumadu :请问绵羊球怎么弄的啊？谢谢",
,2023-04-06 18:18:16,0,362537197,重生の莲,保密,"回复 @绵羊料理 : 6",
,2023-04-06 19:09:45,0,6367141,逐日随风,保密,"绵羊球是什么？",
,2023-04-06 19:37:18,0,340503087,御坂09696号,保密,"对啊，绵羊球四什么呢？",
,2023-04-06 20:53:15,0,178362680,就DD,男,"回复 @小橙子荔 :在大姨直播的时候送一个粉丝灯牌就有了",
,2023-04-07 01:18:02,0,383102153,江陵书意小生,男,"为啥你们绵羊球那么高",
,2023-04-07 07:22:15,0,1278652636,傻小蛙w,保密,"回复 @绵羊料理 :现在我有啦！大姨看看我",
,2023-04-07 07:24:26,0,1278652636,傻小蛙w,保密,"[脱单doge]",
0,2023-04-06 17:46:50,31,504167086,窝工老狗,保密,"名字就叫砗磲蛋挞吧[doge]",
,2023-04-06 19:06:27,0,7414436,Wi-Fi信号覆盖,保密,"淦，我第一眼看到封面就以为是大砗磲[脱单doge]",
0,2023-04-06 20:27:26,63,18645861,夏鸣echo,男,"做蛋挞还不简单[doge] 蛋挞皮 倒入 蛋挞液 空气炸锅一叮 开吃[脱单doge]",
,2023-04-06 20:36:23,2,1167066582,亿口卷饼,保密,"你这是做蛋挞嘛 我都不好意思说你[脱单doge]",
0,2023-04-06 21:03:22,27,1685411077,晋朝的一个人,保密,"这个不是蛋挞，应该叫蛋塔。[doge]",
0,2023-04-06 22:20:56,20,484013632,花残风雨后,保密,"大姨少有的只翻车一次
顺便蛋挞（tà）",
0,2023-04-06 20:08:17,18,1853168,被窝窝头在学习了,女,"在上海的家人们可以去money shop吃 一模一样的[星星眼]",
,2023-04-07 08:30:32,0,15680763,id要取很长的阿晚鸭O3O,保密,"money shops[脱单doge][脱单doge]  没翻到你的评论 我也想推荐来着[星星眼]真的超好吃",
,2023-04-10 19:10:27,0,435978879,蒜蓉扇贝糖醋虾,女,"但是价格很贵诶[跪了][跪了]一直想去没去",
0,2023-04-06 18:35:45,6554,128375326,西海三少爷烈烈,男,"大姨，你不知道饿的留学生多有动手能力[doge]爱你[脱单doge]",
,2023-04-06 18:49:21,315,44548812,哭着嫉妒I,保密,"这[脱单doge]不像蛋挞，像披萨[喜极而泣]",
,2023-04-06 18:49:26,18,516620713,北构er,保密,"好快[Cat2_Launch!]",
,2023-04-06 18:51:56,69,253783316,我口爱死了,女,"你也太快了[笑哭]",
,2023-04-06 18:55:50,77,597851225,CH06E01,男,"回复 @哭着嫉妒I :意大利风味蛋挞（不",
,2023-04-06 18:56:13,31,2002393561,留着硬币就不投,保密,"你这蛋挞加菠萝吗[doge]",
,2023-04-06 18:56:27,7,345930688,船上载着飞鸟,女,"焦糖皮看着好好吃😋😋",
,2023-04-06 18:56:46,3,51000144,Sakura962464,女,"好快啊",
,2023-04-06 19:01:31,21,445555103,极光--Aurora,保密,"怎么同样是留学生我只会对着视频流口水……动手能力为零的孩子痛哭流涕",
,2023-04-06 19:02:06,6,955359,纯色影子,男,"好快，这是什么速度[tv_点赞][tv_点赞][tv_点赞]",
,2023-04-06 19:04:33,3,65970529,-_-不知道叫啥好,女,"哇唔哇唔",
,2023-04-06 19:06:58,3,24512952,采菊东篱下的向往,男,"感觉像巴斯克[滑稽]",
,2023-04-06 19:07:07,1,13672590,小p嗨,保密,"这作业不及格[doge]",
,2023-04-06 19:07:15,5,517719596,奥特曼小黑喵,男,"这什么月球模型",
,2023-04-06 19:22:35,1,568213624,---野钰,女,"动作真快啊你",
,2023-04-06 19:23:16,1,440818766,清风过青山,保密,"什么快枪手[doge]",
,2023-04-06 19:24:09,4,40550458,灵感非阳,男,"回复 @哭着嫉妒I :意大利嘛，正常[doge]",
,2023-04-06 19:29:46,2,1647492373,读万里书行万卷路,男,"这波和IP配合的跟好[脱单doge]",
,2023-04-06 19:30:52,3,295341372,源肆肆,女,"意大利好玩吗[doge][doge][doge]",
,2023-04-06 19:32:18,4,491505436,乌云是黑化的云,保密,"这IP？快加菠萝。bushi[doge]",
,2023-04-06 19:51:24,0,1425255049,没天线的七幺,男,"左下角像一个头扁了的华强233",
,2023-04-06 20:07:02,6,440750245,凉夜Galaxy,男,"五点半发的视频七点就交作业，行动力是真的强啊朋友[脱单doge]",
,2023-04-06 20:07:39,121,18202105,绵羊料理,女,"这是现做的吗？？太棒了吧！！！！",
,2023-04-06 20:08:13,1,480283475,洛克橙子,男,"回复 @绵羊料理 :活的，逮到你了[doge]",
,2023-04-06 20:09:24,0,73274859,像土豆的桃子,女,"回复 @绵羊料理 :[线条小狗_击掌][线条小狗_击掌][线条小狗_击掌]",
,2023-04-06 20:18:40,1,479511724,wxy6q,保密,"回复 @哭着嫉妒I :他这是没裹酥皮应该 裹酥皮确实要经验 我自己也搞过 搞了5个小时 和其他甜点比蛋挞就是酥皮烦 其他的戚风 奶冻 雪媚娘 班戟 千层 巴斯克 慕斯 泡芙 舒芙蕾我18岁留学时期都学会了 就是不会搞酥皮  我的印象里最难的就是成功的舒芙蕾和泡芙 蛋挞配比特别简单就是酥皮烦",
,2023-04-06 20:20:00,0,550363223,yelloooowww,保密,"回复 @绵羊料理 : 大姨比以前要瘦了诶，漂亮啊，是做菜做的吗[脱单doge]",
,2023-04-06 20:23:37,6,18202105,绵羊料理,女,"回复 @yelloooowww : 说实话的时候为什么要加狗头[脱单doge]",
,2023-04-06 20:23:52,0,24644307,阿穆尔的小熊,男,"回复 @绵羊料理 :[脱单doge]捕捉",
,2023-04-06 20:24:09,0,487558177,岸宅,保密,"回覆 @绵羊料理 :因为是实话[脱单doge]",
,2023-04-06 20:24:32,0,586716858,那就叫亮仔吧,男,"回复 @绵羊料理 :哈哈哈哈哈哈哈哈哈哈哈哈，偷偷看评论区是吧[初音未来_大笑]",
,2023-04-06 20:35:43,1,35075370,给钱才是正经事,男,"我愿称之为：最快作业",
,2023-04-06 20:55:11,1,28854372,中二果果果果子,女,"饿得孩子能吃就行😁",
,2023-04-06 20:57:31,2,24247645,这年头取名字真难zzz,男,"回复 @哭着嫉妒I :意大利人震怒[脱单doge]",
,2023-04-06 21:02:26,0,348023412,惊涛wave,保密,"焦糖色 嗯",
,2023-04-06 21:19:02,1,30259458,酷酷的驰骋,保密,"加厚的披萨？",
,2023-04-06 21:21:21,1,221008038,想吃团子的某人,男,"真有人跟着做了，第一次见哈哈[喜极而泣]",
,2023-04-06 21:35:17,0,477324645,盖楼老哥王大卫,男,"突出一个量大管饱",
,2023-04-06 21:42:40,0,489091520,筒洗衣机Wa,女,".. .. . .. .. . .. .. .. q⌒f[doge]",
,2023-04-06 21:44:52,0,23411636,可樂果Jeamoeng,女,"得！可以去pasty烤巴斯克咯",
,2023-04-06 21:47:10,0,128375326,西海三少爷烈烈,男,"本来刚刚好的我多在烤箱放了几分钟[笑哭]",
,2023-04-06 21:47:31,0,128375326,西海三少爷烈烈,男,"回复 @乌云是黑化的云 :菠萝披萨我干过要看吗好吃",
,2023-04-06 21:48:35,0,373432202,旺仔牛奶要喝掉,女,"哇！够吃一天了",
,2023-04-06 21:59:46,1,1432634702,月球的搬运工,男,"它看起来很高兴",
,2023-04-06 22:07:28,0,1472570065,当余,保密,"天啊好快[笑哭]",
,2023-04-06 22:19:24,0,1131615683,一人份要克服小自卑噢,保密,"外皮没有层次！",
,2023-04-06 22:29:54,0,42990075,萧逸秘密结婚对象,女,"留学生急了可是什么都做得出来（数学题除外）上次我家厕所堵了，日本人嘛，很墨迹，我对象一怒之下自己通了个厕所，新技能+1[doge]",
,2023-04-06 22:33:21,1,395960247,梦忆阁,保密,"如果在家网友们可能会选择:妈咪！[脱单doge]",
,2023-04-06 22:35:13,0,61602445,dndotter,保密,"盲猜超市酥皮/披萨皮[doge]",
,2023-04-06 22:42:35,0,3098707,恰牛了,男,"快撒点菠萝在上面",
,2023-04-06 22:46:23,0,312812339,MATUMBAMS,保密,"披萨记得加腊肉配豆浆[doge]",
,2023-04-06 22:48:04,0,7774011,呆呆的想着,男,"应该加点菠萝的",
,2023-04-06 22:54:35,0,97233065,端木安宝,保密,"回复 @哭着嫉妒I :[doge]这不加点菠萝",
,2023-04-06 22:56:32,0,379202722,一直串,保密,"为什么，你这么快[脸红]",
